,PTID1W1,PTID1W2,PTID1W3,PTID1W4,PTID1W5,PTID1W6,PTID1W7,PTID1W8,PTID1W9,PTID1W10,PTID2W1,PTID2W2,PTID2W3,PTID2W4,PTID2W5,PTID2W6,PTID2W7,PTID2W8,PTID2W9,PTID2W10,PTID3W1,PTID3W2,PTID3W3,PTID3W4,PTID3W5,PTID3W6,PTID3W7,PTID3W8,PTID3W9,PTID3W10,PTID4W1,PTID4W2,PTID4W3,PTID4W4,PTID4W5,PTID4W6,PTID4W7,PTID4W8,PTID4W9,PTID4W10,PTID5W1,PTID5W2,PTID5W3,PTID5W4,PTID5W5,PTID5W6,PTID5W7,PTID5W8,PTID5W9,PTID5W10,PTID6W1,PTID6W2,PTID6W3,PTID6W4,PTID6W5,PTID6W6,PTID6W7,PTID6W8,PTID6W9,PTID6W10
GKN1,0.7952682342759377,0.9300181759004523,0.8982470560818682,0.8949147479499007,0.8795489430807761,0.8872913012234019,0.908121170406138,0.8949923309695148,0.8268433516489642,0.895845468937541,0.6701151812842945,0.7363018017634372,0.7283123788436093,0.7603487071597772,0.9194545018338393,0.8248085779048635,0.6893886272216597,0.7998333347250612,0.7588148316026461,2.108256801567014,0.8742854904980352,0.8547138227695308,0.9453080469250474,0.7914390258724417,0.7855923987042305,0.9153296760130096,0.9217409860795005,0.7582178837421286,0.8479167546039925,0.8683706967392324,0.8132784045433122,0.8917302465801187,0.7701947549513171,0.8378625294212367,0.7875996269109937,0.8946819738550794,1.4034858827874543,0.7878503341912997,0.804301423419623,0.90373244828493,0.7891032175013815,0.8072724799854717,0.973794929652606,0.9208268271889142,0.9167823487437583,0.8687657716495218,0.9659874018247315,0.9351579761070938,0.8469545836968416,0.8299307218396427,0.9249359882668029,1.0011536946163704,1.1076209213554349,0.9251639321842049,0.8794705250869596,0.8221998728199683,0.9225784565085571,0.8490384768960043,0.9573203161300086,0.816149113949021
GLB1,2.6202110263241134,2.330931215385397,2.497459083102184,2.3506103951992365,2.247684512762383,2.2193079419706856,2.4309007629278607,2.3703037994263383,2.2202680353087016,,2.6291700777521347,2.6442254724390275,2.7294222531256147,2.725479419376803,2.621782295918852,2.7253485330042126,2.6139323458911705,2.626298948991805,2.8874862784568003,2.4145685471817107,2.254654506772002,2.7159372875364176,,,,,,2.215336906084315,2.2463472769009147,,2.55748361390689,2.4062917558801313,2.4218561281308992,2.44397788552057,,2.3493652775942135,2.6414073017408244,2.7870144737734286,2.387390115018982,2.412049832478522,2.3967075213839757,2.3194445229323417,2.491724851070611,2.368433124464656,2.439011358351614,2.213658341467481,2.315392331324316,2.53002078654576,2.530744974646747,,2.4009477279222002,2.354367526006316,2.5493241639678907,2.3969814594918697,2.3049198448278974,2.2358802040493257,2.9043684849853806,2.4239814776165503,,2.326537348139952
GLO1,5.638907925683942,6.178754472073442,5.607516742293618,6.68650472920149,6.57478423428673,6.089137940582851,6.431255219488387,6.149804013398535,6.102746302696885,6.31055280065034,7.061054669669231,6.274882222151924,6.301112034859329,6.78385211023464,6.224839062762662,6.444529588202754,7.430686709248299,6.13745024141508,6.891790992606417,6.493155742576597,6.276126266815025,5.815114266550465,6.104441503028393,6.488437884923426,5.77250593072702,6.425711056179315,5.95536860542279,5.519274550982879,5.704750259587978,6.717019693162994,6.477175405140304,6.6824159855736305,5.778516115263612,6.3826741688120725,6.19412054961817,6.106787996402002,6.036193397949804,5.804094872666784,6.405716724152473,6.311875439100738,7.143668918403013,6.328890305844299,6.868916365477322,6.585808333251811,6.128854266715342,6.576407249834887,6.91908141349762,6.550266576562454,6.691961215371035,7.349861507930083,6.667244980758739,6.5272173757875,5.967018703361227,6.04440504882494,5.589517824472931,6.395222213997338,6.129711639793446,5.5867077068432245,6.196624747213961,6.270104667857661
GNLY,1.2138138461877488,1.4682183615349493,1.3388522391451838,1.4206710302037728,1.7267876304211847,1.3318771603690547,1.3550726624541847,1.3227934523306157,1.4380798919447075,1.3119680510317164,1.4927248618917761,1.344544473954711,1.485066108318284,1.295605488588061,1.4847052992527823,1.4031040803510104,1.519290279036526,1.4493236569907797,1.622696128167671,1.3821692087682493,1.498353001614512,1.3997726611017058,1.5384388352507576,1.282439805006387,1.4485309819057908,1.2665766788804518,1.3829438695689906,1.3894016082156753,1.457856910413769,1.334625478934945,1.2551381254786935,1.330673122709157,1.3407901199434407,1.2637555730774481,1.31840361737428,1.4032131770722425,1.2822618665876497,1.3555801473773594,1.2247194655788205,1.3240617050655135,1.340847077050414,1.238053099272466,1.3380535310192614,1.2348691517053807,1.3590150701566535,1.2745896786507942,1.4435005670576921,1.442598534416632,1.2147465226823952,1.2999479540600278,1.4811439158432176,1.5467092892829515,1.5854913919453488,1.4876406950549639,1.4124563743249543,1.489131852852717,1.2605074778047547,1.4954905105149396,1.4029404197990334,1.3564819022568713
GOPC,2.395693497871909,3.108223341173871,2.4654521274089753,2.49901669699333,1.76659516172927,2.5649390398472045,2.2745002267576457,2.577827591236248,2.4846279712831607,2.034638317999009,3.1174457074660538,3.228387741218706,3.741337542534489,4.694089000229257,2.2705588424862286,2.72513036265872,3.1615168862844008,2.182501620373253,3.74804253306625,3.503437787668436,3.152864846308943,3.1773278404680676,3.0906671549817837,3.0857985391269187,2.7387029951165074,2.8655625495693204,3.1234178911766706,3.107905428727725,3.109226815541996,3.531057012611067,3.269227687648621,2.6943230601253867,2.634732652537541,2.85929374765771,1.9904466518877886,2.6643463012500272,2.7971167651129702,2.776904093342636,2.623468918984999,2.8080966887835337,2.9379469587418003,3.0605835375835677,3.396323920626347,3.3406904395951105,2.292369491748004,3.4057201273812487,3.248261572563491,3.338181924650894,3.8632744201048665,3.6267895463758113,2.700173349852637,2.444693567242178,2.2681648736875237,2.6016489804411207,1.7837080825659801,1.8955352953183104,2.5188372424365117,2.1449926238474606,2.406373398608239,2.077721538766081
GP1BA,5.169756677201771,5.517307192757424,5.669772305536526,5.309456344693115,5.297576621949657,5.221037971012349,5.310947175517137,5.32427417246321,5.211171878213373,5.151424546913842,5.212261935800424,5.121753142524225,4.941064043871006,4.957854252983754,5.169544240009401,5.059658114870287,5.195099515346199,5.220221593886482,5.52275570336434,5.308404564324727,6.05931850019274,5.750284917352546,5.710842242392003,5.843388458806867,5.576591671001636,5.466728255226238,5.465145166152561,5.327511327398178,5.633431210355632,5.846523403138647,4.847616145122038,5.068223660673284,4.9886437909000385,5.059221143663158,5.194465331637996,5.145555187723136,5.286311939621646,5.672908988054951,5.261752693403403,5.10974082576391,4.8858720481280296,4.712953383635567,5.363202622584292,4.757412678919964,4.63664781947336,5.16083146874119,4.9548616582002145,5.0699899552411365,4.614874714127488,4.928247131976049,5.0879252781856055,5.427468734784222,5.284314238618097,4.798698596643957,5.050240473730972,5.052781043162177,4.554803705152483,5.033726926645155,4.978804252682458,5.093610879173919
GP6,2.117828003827481,2.608856543376857,2.222588202378584,2.120252394954861,1.8833471083373154,2.332679294248831,2.2860827144695546,2.4253518774567024,2.2372883685619223,2.075361482814243,2.1441442867716525,2.376679347280564,2.48078212440398,2.5646708242644016,1.8127857088674362,1.9941452211382065,2.4142708638828094,1.8449078373951568,2.6773729304056006,2.3118518311870577,2.4522000494062213,2.2504159134074477,2.3157690859900617,2.2400700428257583,1.9723618070173514,2.3692989621641334,2.3100783175170383,2.4623403053949118,2.3983503703459648,2.907063708626852,2.7764830406193317,2.2089853886423447,2.458906906850866,2.243608155058752,1.7794698572951695,2.08004361990506,2.416083074208358,2.5153844606369478,2.2753646961504366,2.1240964910558318,2.9015523779362113,2.3933887412258166,2.7779561878431873,2.539307726781253,2.0274725702006506,2.7825763104122303,2.6808869207196917,2.5375197234033413,3.707966454775976,2.8528378339890477,2.3320490837489745,2.3196179342001613,2.033828220787981,2.101481998382252,1.8622331603767985,1.8360857117024056,2.0649862915935664,1.7190081593661364,2.175205208783747,1.7872652827517015
GPA33,4.350638680841502,3.9756393567007047,4.386472990749263,4.226169394963284,4.2204770032102505,4.126452559909917,4.250484132210702,4.896722317890922,4.305379609802138,3.9762994737895934,3.611325850076689,3.4169342974778605,3.813935070481317,3.6443523915269815,3.5293961945587555,3.3882859891876778,3.513819167669887,3.602587527342561,3.68441481615045,3.5839763221271417,5.76873747241603,5.487939692879475,5.167919865551935,4.916084866103307,5.098516410208537,4.972605354529327,5.139191145268661,4.787563061792292,4.971782642161145,5.158187546650887,7.669065752908953,7.46221431833162,6.966809964686568,7.778814391616032,7.2669176888283395,7.690231997395429,7.8472584634982985,7.574508760601053,8.214943667692317,7.7140971185441165,6.432174394354828,6.836984489620668,6.613419674692503,7.21257031154131,5.8203883295116645,5.350355799460029,6.1844846220687035,5.6021510007788,6.73766242789249,6.680325763527263,4.550783717903555,5.033515507261295,4.620733018352099,4.406067214552023,4.423470603501812,4.273948484157955,5.08069603238396,4.675172332101315,4.306203900697904,4.305240965954483
GPC1,5.031227554406616,4.925676674357235,4.9387045173447754,5.025139562278508,5.1342168318531884,5.126345173812882,4.9143061928993035,4.700239946535539,5.061279375734599,4.904368484985381,4.727152627629743,4.93887855846401,4.711676608704776,4.616034160121098,7.13964752886234,4.809023361194049,4.6889747972829525,4.476219650723027,5.121637118290914,4.777446017829226,4.99636162786491,4.847791508265224,5.20812703637375,4.969518912218965,4.999120589736922,4.852792900094736,4.923672145841921,4.92398583409391,4.818313744129839,5.0366835494682105,4.506538473180332,4.614126759732885,4.485272244420209,4.664056112718223,4.549749249782948,4.6379695422032,4.629216715595318,4.638873181622363,4.768014897429407,4.841188175909447,4.4417888779072365,4.498378534006462,4.274858001057164,4.509474164119989,4.401432505633354,4.398131431876633,4.219214995795424,4.307778227058192,4.153108135205054,4.586626651078708,4.716156852429607,4.706845468825145,4.887890772168419,4.708076849621719,4.812729243408553,4.816343705284859,4.698301836469532,4.721235930571739,4.848387583560068,4.879695965331599
GPNMB,6.777847068703456,6.697969764171191,6.764482839838118,6.762716884500944,6.6698233170059025,6.721245502016896,6.691848184905881,6.675338905012563,6.729812410444486,6.614723093294542,6.587542016280204,6.55568580363892,6.556510652895806,6.465233342561028,6.534033580189012,6.60413212676325,6.556440145185795,6.568141580005138,6.673964809430882,6.529416498050216,6.7659338191107965,6.692195620701263,6.742840263665542,6.65368489669907,6.619660970839871,9.201620384845288,6.754435921381104,6.683530843619704,6.802132457000257,6.796566607446098,6.635018638145215,6.718043732380979,6.621023258048603,6.802680496676015,6.657258417925668,6.691947261471765,6.639945518814589,6.716160968952224,6.718880793321846,6.739374235626371,6.374528313900271,6.412417419027601,6.573738063058902,6.470951653491816,6.5329683318484095,6.389852431599466,6.475268127313141,6.426783025283056,6.583145966318633,6.442499010980925,6.5881674318826144,6.645119437408827,6.75041222096967,6.6828331051270435,6.597806755690641,6.7061575364328085,6.670194512823607,6.6488637398422625,6.636708714889035,6.605802467811301
GRAP2,3.9530975823352095,3.797241299990261,4.139404005806578,3.6892096883016303,2.3621893179517968,4.913813322911105,4.422172438519337,3.475188670225608,3.306889235353899,2.167197333867264,4.61372022818006,3.0460544487931616,5.197723882066792,3.4364283880525552,2.2320160043165753,3.840533730334119,5.218137932635647,2.3786503372619023,4.860054001037325,5.346070440785166,4.387197084669648,4.304474535906767,2.111598927927619,2.603311810600048,2.8537362181048707,2.6487645353957086,2.619413010597937,5.767951357043983,4.505046147054038,4.578999075639822,3.51443791382931,2.2613502790209807,3.0704408517942228,4.613360735293171,3.0963630675884,4.200708357770935,2.986410935252045,2.8015725694635982,3.075960413243402,3.87526893614607,2.5590757088326495,4.654412626193267,5.580079138226237,3.127732317175947,2.3287503134662018,3.4000733507044196,4.84562051485762,3.2884619245633866,5.086295483398588,7.03546005777318,5.408474109206443,4.6066376538783125,3.1094441430223925,3.0282508755383,2.933497102511857,3.9907007785202913,6.096065729697281,4.2276794735401415,4.126526899448802,4.506608288938514
GRN,4.921645788217358,4.940406396529333,5.033497887580715,4.963728422802568,4.7854825478322205,5.006746832440585,5.104030474017754,4.9814554009168655,4.881977789135628,5.040291913153268,4.322757406131734,4.510765750036328,4.432912652512547,4.269743842894942,4.476258541225438,4.614986579477856,4.602510328176763,4.472702210193365,4.611615037692343,4.625083417922034,4.8487781547997955,4.772207667000582,4.874482233265988,4.59741198755465,4.655489221597839,4.760098498517757,4.96766663877392,4.755774219892191,4.83407911463666,4.828971704063046,4.732024930227357,4.74785998480159,4.80974883906559,4.598698682805811,4.520214787264824,4.791334829320284,4.8529676351562125,4.75335850413742,4.6711857891698365,4.762311604901593,4.79639528911324,4.9102241757803,4.942838195716218,4.674347654102524,5.112157977843029,4.917980658003616,4.853836004037922,5.045761845214583,4.970255474366948,4.906452911727371,4.933789781512697,5.452565784564045,5.02740621793772,4.959487337011817,4.913851610106956,4.870483089704975,4.94766615679601,4.742421276408184,4.733826122370103,4.7260955165244685
GSAP,1.9352334249495597,1.9086207917474012,1.7169470094776862,1.6125884066987175,,,1.8767624907815552,1.9835682572952644,1.8980148190667627,1.6648013813878266,2.721132007936713,2.4331731240442758,2.7551866967750622,2.9025752990309406,2.559687585507932,2.4646682670034443,2.5903385331790876,2.175939705406043,2.5453506448222996,2.530944686718619,3.718821899843832,3.7387894500471472,3.625796497821769,3.6557410747594057,3.851529185420373,3.7469361511908486,3.625282180535109,3.7771040503462636,3.866364022098066,3.5312317243958975,2.12832639914664,1.8175414001514336,2.068739590672305,1.5800007251502965,,1.8093732825919098,1.8768410561053719,1.8451086272301236,1.962808111018122,1.897743828624518,2.343606800994894,2.353069173767009,3.046386285507841,2.492391601963475,2.307253642466912,2.4389847533698994,2.6186615335273853,2.8729666214158045,2.7442472240466538,2.8638988154003866,2.2849582443885526,2.4036222163169016,2.0076619691568047,1.9308508566408216,2.039664828884844,1.4950299370981903,1.9178518039750063,1.5302705476462035,2.1369132095698,1.569734113106581
