,PTID1W1,PTID1W2,PTID1W3,PTID1W4,PTID1W5,PTID1W6,PTID1W7,PTID1W8,PTID1W9,PTID1W10,PTID2W1,PTID2W2,PTID2W3,PTID2W4,PTID2W5,PTID2W6,PTID2W7,PTID2W8,PTID2W9,PTID2W10,PTID3W1,PTID3W2,PTID3W3,PTID3W4,PTID3W5,PTID3W6,PTID3W7,PTID3W8,PTID3W9,PTID3W10,PTID4W1,PTID4W2,PTID4W3,PTID4W4,PTID4W5,PTID4W6,PTID4W7,PTID4W8,PTID4W9,PTID4W10,PTID5W1,PTID5W2,PTID5W3,PTID5W4,PTID5W5,PTID5W6,PTID5W7,PTID5W8,PTID5W9,PTID5W10,PTID6W1,PTID6W2,PTID6W3,PTID6W4,PTID6W5,PTID6W6,PTID6W7,PTID6W8,PTID6W9,PTID6W10
CXCL14,1.3171882775965018,1.4675925087129493,1.4790235599805146,1.3439194263681884,1.3558620063292939,1.3446012830366771,1.4016304665847406,1.9984121619839181,1.4550707183853342,1.3863143311657122,1.7960993277034314,1.7101727482796616,2.1133004358333607,1.8452692389799012,1.882212621892863,1.7500919304486524,1.7471725370354632,1.6090457306755435,1.7227283088170346,1.7543316903548674,1.9405050627439853,1.805994025066748,1.7232527345010678,1.6575942772235137,1.9035782153319407,1.377456960704043,1.7777458303138516,1.5997462533482265,1.5854433189362012,1.6231645356525939,2.1055439921989256,2.0996991697242735,2.1323794250528656,2.237533126495435,1.8297683932835345,1.6610654798069477,1.9621047636239384,2.028816652173758,1.7419630803254427,2.0591475810389257,1.3515152607974705,1.2186571929587897,1.2814311969956103,1.2689732823484672,1.473527177156759,1.3968171028690377,1.3902824752781187,1.3081861054625814,1.5082765149806092,,1.6158870739160567,1.7942286937711824,1.8309448617124766,1.3734533334307009,1.6811343793468454,1.5721135564842315,1.8543547796615623,1.73794629339405,1.5272205041411695,1.67897330785417
CXCL16,5.339547183258057,5.121918875244399,5.220844558477553,5.299145729256723,5.1356826120295,5.282569537935829,5.35990414219401,5.194591402773733,5.19035410862746,5.391640571354633,5.175133335769249,5.240669234456438,5.179041222081134,5.065382742934996,5.229330275621316,5.413580543540835,5.322569951378078,5.217668887683534,5.353806696518044,5.344551575212292,5.091915587642699,4.958290541597217,5.143968847155602,5.0038225816262365,4.9908414365169955,5.126452559909917,5.295043387437289,5.110981217941235,5.262940477317801,5.165011480576395,4.935223994060032,5.004344080460993,5.144368655189173,4.760407260363218,4.724459282062679,5.01922597784149,4.941402145806771,4.8736016006912175,4.910109021959986,5.00084733445639,5.193716557284993,5.427411744457272,5.376641150108348,5.2122813936314065,5.547736686183805,5.370795495921193,5.374375291146768,5.4746047696475095,5.472708707839175,5.369466483650723,4.960900873914278,5.420418397686164,5.13360462289506,5.064917332411827,5.0485239285732355,5.0338370286382155,5.210848595679528,4.957362109620565,4.836989537353487,4.8824767630624795
CXCL17,4.72051378703711,4.563469338150579,4.62638656790408,4.728540952181435,4.900760563764513,4.764988328232382,4.536301619323817,4.3212931693755126,4.686310022833566,4.5059734759402845,4.747408884154559,4.7801368392355394,4.7076849096783375,4.428457326254306,4.609370838391993,4.671610413476344,4.675516749772629,4.509904821249778,5.0621433038056205,4.879916470618991,4.992120341156098,4.687906119734838,4.921141134647613,4.634668769833747,4.748273369856314,4.579457748475534,4.709693166481368,4.583476962510515,4.975607259976093,5.22310972614443,4.5419608115869865,4.7869674422354285,4.662837822158369,4.551940458205155,4.530420383554413,4.707541355735322,4.56393907367427,4.7379733252909535,4.9270099002666505,4.694646223281006,4.610977567642915,4.558322744443567,4.550814494281606,4.866611300271012,4.661082586761344,4.749695154055789,4.748053270480174,4.650994269338053,4.5193531895365195,4.7868733745595256,4.558683971525971,4.557354944906316,4.776088192055585,4.561155031597246,4.7453771839307155,4.6435156735625815,4.685542147367535,4.722826653154606,4.558763551775579,4.647015116384256
CXCL5,9.017316761998307,10.360427818871953,9.470335324348998,9.151479091480706,7.806509022961304,9.472572048061103,9.58019599595955,10.476612862383282,9.723057974948219,9.368703972799702,10.735496453338058,11.113991100610884,11.111612163539016,11.839693685725718,9.043137225074828,10.212796201149326,10.741822728662921,9.10796687286082,11.451865122721317,10.9031935401286,10.187357888511839,10.498347715555031,9.995094395767495,10.415456792033433,9.624518950884992,10.335267184371983,10.2399135250414,10.755204977023665,10.247217499577603,11.68753744169022,10.88541283912854,10.035595181999623,10.634677753509896,10.537700836310275,9.631949500306616,9.437881669820568,10.271127994283079,10.692861828470152,10.353153443350065,9.669642466124234,11.269114695611666,10.73257812393642,11.545212827267447,11.305959922278968,10.282448840356208,11.575362822617398,11.2736128618077,11.502967168446505,12.503588448802313,12.65191417930601,10.271307778094718,9.225342419638295,9.211944736148416,9.87329906669301,8.31075045590837,8.923444263216215,9.821495299704532,8.490885765677309,10.101034133258336,8.783198305524701
CXCL6,8.66072935828743,9.012446320803333,8.412001971578459,8.43014850823991,8.090064240786905,8.604391623358156,8.639063177985703,8.939960552539839,8.416010004362901,8.579226921492785,8.348403290001121,8.557105233030203,8.334476209392667,8.679073976475893,7.766809138557798,8.06074348040346,8.313631782771429,7.974626819588264,8.543082874511494,8.59462692230737,8.434007651925086,8.448595403014675,8.29470161106086,8.48808354340897,8.037073024244897,8.482090362644042,8.263980863931769,8.0297808341402,8.16773575468091,9.061762159318143,8.660928616868755,8.395101797697922,8.508626724259571,8.515837006045633,8.18092011464653,8.11987540815171,8.480833814450415,8.693189675937775,8.643372445170046,8.141069475915561,8.359489105105727,8.061600169414344,8.428643239808526,8.382888550447033,7.699357985023263,8.339101744779738,8.240587671247878,8.511159643534647,9.073580067546235,9.211445686645186,9.136685371837906,8.859409612792918,8.863031836551837,8.818987928325203,8.286497696192555,8.696691128058555,8.99708630975623,8.467720879568214,9.192328079918523,8.756898859384497
CXCL8,5.327805907453966,4.812457151580458,4.6379521589739,4.81048423497776,4.244339096197067,4.520994184157684,4.786199043333177,4.691595578648599,4.393985861915206,4.568086843426615,4.888285409730588,4.88442209097491,4.824681309207776,4.907799207301638,4.679941688068299,4.826395947592721,4.753363853108428,4.654137621975151,5.050553936514494,5.0441711401669345,4.902054278913537,5.366472596436354,4.912362446818578,4.963543482646128,4.803247705270264,5.038449351280525,4.983353918331462,4.150624661374874,5.020999933769107,5.106067693724237,4.985523199933295,5.116235820042755,4.940251335985989,5.188163515583576,4.870769110742686,4.813473383440984,5.057671208560331,5.047119548568551,5.062229668165537,4.850619424991626,4.211985606275216,4.337618334272384,4.31302812483981,4.469534374172251,4.009615905619607,4.3872798151247485,4.324090516037983,4.799258305050016,4.6146450685979925,4.608608197391756,5.205849929951702,4.895607998243732,4.842687247228714,4.6526757824456935,4.630224890307686,5.095439221664704,5.289008145530796,4.64410431198386,5.065016460199117,5.000428236527049
CXCL9,7.9143923082372805,8.192021512972394,7.721402054498981,7.429025878341369,7.297529852496108,7.1632702740623335,7.226028707684819,7.314879569570366,7.028909453719611,8.076773384245037,7.1917916066793675,7.0702658777216145,7.131922793318943,7.144333982349655,7.160648971830938,7.260142361956625,7.31977868227894,7.35202753067452,7.342854268447121,7.718645204983573,7.719849451437269,8.591465123830924,7.561617120877843,7.510394695753654,7.662399213470082,7.427614552724109,7.372383646250779,7.122024519916959,8.500808027102213,7.7201881571406705,6.4783716355269645,6.632396190834963,6.651769271417989,6.808746708842779,6.95688954044614,6.957494447687189,6.978605220030188,6.853083697463715,7.472774494854878,6.773300120072337,7.276317062005809,7.3484599473402845,7.254757478244527,7.344076601601899,7.164908937399082,7.517405624411865,7.6348567801576745,7.681275664810675,7.4182692332635085,7.535347703993098,7.622947184215813,7.215490288545353,7.278174367433471,7.051179570009873,7.1785433557821055,7.374192685940192,7.398486334936304,7.604581397030926,7.4669778004317955,7.176696763597362
DAB2,2.287826867285081,1.9832034059856245,2.2516282113157544,2.3553546205610663,,2.915769455025983,2.4386122321008856,1.9546802301347215,1.8047144362308056,,2.9358557273904298,1.6954148378283382,3.370554899425387,1.9836412164861816,,2.0953506026075117,3.2755732835925535,,2.981085446903925,3.4169748193944023,2.4324784287616033,2.142348082144681,,,,,,3.548251651935882,2.6173690170540507,2.603145613802619,1.8231786900956375,,,2.568907674127396,,2.3178539476206583,1.8253378952192483,,,2.1740548106570943,,2.708827310631117,3.5514791038498177,1.7227283088170346,,2.010385997272437,2.910598362230807,1.9493481642885633,2.961975162221352,4.764229365605237,3.4396896196677202,2.80754039949671,1.8244827476192733,,,2.440261239387971,3.9652856030788137,2.5707543551338676,2.3996633038880177,2.6120221628080618
DAG1,1.467748997373418,1.881664619320345,2.029311524785374,1.5349580265838958,1.5531638705094966,1.7620936369911049,1.7343953087601667,1.9418199678890067,1.652050465522303,1.4259963213510791,1.5884687943913482,2.0761828098042208,1.9788179780601851,1.9927684307689242,1.7151905168507904,1.8017794816247112,2.04176864995163,1.824116100565526,1.9394522750729533,1.733788168625182,1.6141915585252915,1.7083638366930702,1.5943096729804087,1.6390468935635352,1.4857359429892059,1.6603353940572927,1.655031194087201,1.8773123582218512,1.6606092195119089,1.9508789545792173,2.0686020273786716,1.8026481887908898,1.856746714290373,1.7426099030945859,1.655031194087201,1.6385836152316622,1.832849516893454,1.6863436430761807,1.6526929891713025,1.6531517595001242,1.9100802320686923,1.6258783041239024,2.0017662198361736,1.7010166807726128,1.5986510478846079,1.7017264720188794,1.7558276192222846,1.7327901690984766,2.5741741861096505,1.9698964472963325,1.710966188696129,1.7736588131103617,1.7798900393400472,1.7119353569789215,1.762136169901112,1.657091173712153,1.7894788704239282,1.6863436430761807,1.8092497906131577,1.6952366448324794
DAPP1,3.637123315341139,5.390588588268555,3.7177257685611784,3.79975046170089,3.006854525717966,4.569794861997716,3.77790360133628,5.182346676636053,4.2993399159043655,3.6796489905021725,5.007016050562392,5.350101158783792,5.364519906034782,5.287841639234366,3.8349841978692214,4.458191679756676,5.163748284059255,3.7145862282601128,5.995570444863363,5.348696290675852,4.616398869212868,4.48294506169003,3.1580784564986266,4.571045720385971,3.0058670363074635,4.190488441085609,4.463491677262366,4.50967684231257,4.331440096209915,6.090468152341797,4.936769836519657,4.304160547001357,4.59053016431982,4.5807846641905545,3.439822574698769,4.171727244076298,4.929450163356838,4.288454541782561,4.582327176806354,4.10243138033159,4.940805718166744,4.94944622088578,5.3216431344760196,5.377068206384061,3.5050016711022143,6.036852755941239,5.350550286368009,5.411080445607383,6.189553781113635,7.266858673643637,6.313069858383613,5.879840522602784,5.093779876344117,5.811106200401921,4.056904284272308,4.874201866696469,6.202070915877502,4.261884299916874,5.993837368930114,5.002918503469337
DCBLD2,8.032745546740657,7.859399983605386,8.154565995049094,8.238268584527392,7.8104816643163275,8.001294463315638,8.071510094056475,7.795518261945084,8.122967211396606,8.1633039915379,7.659381590869634,7.689653499956611,7.69301992264787,7.6235801199545286,7.73107188468304,7.858577227313163,7.857131918281622,7.742202303788086,7.844875206407291,7.902316621589101,7.6867386222506235,7.780842873825014,7.723380397838254,7.816483871596302,7.630441876239434,7.627813276987948,7.723791983969176,7.637116792829967,7.767718351685117,7.801092677677676,7.646666705741106,7.489668164151809,7.806238978154556,7.678935995321986,7.534903572257135,7.472287112421603,7.471115909264423,7.679428724572187,7.606401511102168,7.536955856638146,6.898850455628251,7.274090167933261,7.319585421175129,7.419586081701268,7.410834605903302,7.313800906823448,7.239908752890979,7.347374218057075,7.476836103818847,7.2447186968327975,7.9041095266108785,7.906879775355136,7.8945037308001496,7.948952951992411,7.945830064076708,7.9683667044558355,8.124201459327383,8.14166422240726,7.942232389824744,7.9284467198714825
DCN,4.342469410045004,4.178499535321742,4.185811055973421,4.288779348404033,4.185145017393874,4.25882793287345,4.203036670306868,4.197645259798239,4.164464499388601,4.20058282006213,4.32852773351345,4.382570424325199,4.370359603203117,4.272635383135432,4.350893226669274,4.618596935198136,4.444296010117425,4.402892681973961,4.560274743070409,4.346552736375302,4.458185116398507,4.461888664432819,4.510075781813796,4.40133010137816,4.554459924232459,4.261906859828068,4.549970983975153,4.383185865790308,4.575723778985269,4.565865219287613,4.483409508725103,4.522702355582745,4.508238478085873,4.458290126546285,4.28537262481429,4.449204783489368,4.56507922360438,4.488495728335736,4.4676185913351585,4.581435612833015,3.7686819025715375,4.018367115543116,3.9181763032281007,3.955210494212129,4.025232600647694,3.9882847662653518,4.022625255633864,3.9053123861186596,3.9319004848814525,3.924118893355327,4.5036413156029464,4.35585496052658,4.509968142339374,4.590679858439549,4.47387131524584,4.520346811519401,4.508517392028352,4.512056180682764,4.480517183844484,4.680988158924771
DCTN1,2.9791290516028828,3.7534975709386385,3.1700852919864344,3.2941207730295043,2.4479494099162467,2.9788728782653364,3.2033734548815027,3.5546747969072623,3.4001006830154816,3.0670363210130978,3.9170402363750196,3.778692197748024,3.898072881825404,3.895719468947326,3.2320774217299895,3.624451872623007,3.995665409736109,3.0990258312256844,4.272680167625931,3.713893731989109,3.616216526191657,3.5684577951356644,2.7803100990433753,3.33431083288471,2.490236372349354,3.0774993792975973,3.131062616782468,3.4630861851792427,3.396392428242659,3.994941710176971,3.747817028911667,3.602706287224163,3.660403855293517,3.3860383598886137,2.5965297000381993,3.289229527562333,3.6860298236723166,3.3413026529730088,3.614450724594395,3.755229433797679,3.840181213558493,3.5909732138658743,4.21985000867949,3.8441847625140633,2.8027308955321564,3.9178327135104674,4.060151170946765,3.887564261972543,4.27150037874879,4.843350767927628,4.4436199114793915,3.8427777452954377,3.6818765006577707,3.629892794953328,3.0888539467467337,3.3116920136121095,3.896087745685859,2.709114148471209,3.8351964815479107,3.1139171538240573
DCTPP1,5.118866341260702,4.8047712162469844,4.91731240109503,4.702873599049952,4.878921479749851,4.7773881521067665,4.837716226559492,5.3639139648969945,4.997802726072102,4.795413710191132,4.848157197099073,4.768263736997209,4.90012293410792,5.1764344814270835,4.600650361621195,4.742130203990952,4.721913978716477,4.722537064523269,5.012144026041382,4.827595491167806,4.889434602868199,4.883694122098085,5.023659002003611,4.982966203145345,4.914865850735644,4.8372721822079265,5.082072379506791,4.834589873860847,4.870714869730672,4.980080154520632,5.082945231865106,4.963779277189622,4.8394608043183105,5.194465331637996,4.735912042193084,4.712177547354989,4.858120283097037,4.8758635954447715,4.806535444678603,5.2607182242713115,4.426492883787205,4.457942251152859,4.416150649962184,4.555159677622942,4.5190197326223975,4.164955183263709,4.321192132730203,4.4918466843374665,4.5071793819080845,4.379253588050177,4.9919344715378795,4.816625304161635,4.873823039355815,4.830691393569668,4.7461138715068545,4.68367961341008,4.9382622643758225,5.03059651694105,5.0270788354370035,5.019528460407357
DDAH1,1.3913278068436112,1.4586969686897142,1.339080360273206,1.448583840463361,1.27285929168711,1.3162036806898174,1.310223769546247,1.342725401200669,1.3923723815430147,1.3180564818959717,1.4326387727507528,1.2323537677390286,1.5053320311528295,1.500954980821648,1.477780928516189,1.4774182926349246,1.569248029867182,1.5789870033325797,1.7339182915939477,1.5752155022675953,1.3677624414443772,1.2588806837505306,1.3186349946316442,1.109226815541996,1.3428960367396197,1.3039852676603423,1.3369688622394864,1.2538682804417196,1.6360793382774197,1.3586213138315177,1.4350951516200972,1.289303314024345,1.4203476526529069,1.3347970751338853,1.176960992089442,1.391272808271625,1.3091179661648848,1.3280321903038625,1.3775124884850052,1.4744100835937721,1.3141744510896436,1.4427046851812222,1.5759415570584923,1.3666439430816593,1.3743439890385012,1.4313555215735165,1.5237124902944126,1.488000770834068,1.2551381254786935,1.495592840198345,1.552622992009278,1.5376439619298847,1.488463593392993,1.3402204251639291,1.1517289553433367,1.4313020279959177,1.709643545470932,1.6629801989060906,1.3775124884850052,1.425190721493447
DDC,6.59083552384919,6.104215032140864,6.067335398970087,6.127938623363487,6.379828868150588,6.083630370260465,6.146549329369675,6.136505177712705,5.875839027600865,6.095198671558092,6.3308738654473675,5.977490587394295,6.107861501105004,6.075374319645028,6.33685999353596,6.522201731763165,6.291901878641124,6.420244897735622,6.85759415175296,6.152534313164949,6.270943751004457,6.301498024071774,6.420096648237785,6.155749232677945,6.033918498703801,6.760557624748058,6.511015702958381,6.286274970286262,6.0084062110997625,7.393227407601431,5.837216667053029,6.026640734529693,5.941596988014626,6.2989808332813535,5.906652531285925,5.967177831895983,6.085838895688589,6.0751582177706425,6.357068092815844,5.894124133091535,5.982037543812535,6.200333673820527,6.053506719771616,6.178013437315325,5.9733081950780225,5.919957362817891,5.9492104068582785,5.851259316353225,5.97191136555693,6.059485072794948,6.399165965747767,6.586965854113955,6.618853843247612,6.620694901731246,6.382881635407642,6.203559435919293,6.821402818864759,6.543341212287496,6.609877564769571,6.420719867387725
DDR1,6.8334163752704935,6.8777405695998155,6.872534528070187,6.718772591827187,7.027599736842069,6.91464823181879,6.892157844235041,6.774300809200875,6.9225713210300786,6.729370586754344,6.913289164757246,6.924198485440272,6.903243183832579,6.904403410697094,7.026587622348084,6.821026456368025,7.084330067070283,6.9605001262544235,7.216194861707112,6.887060950413593,6.994925875190912,6.891066733451805,7.064945347476946,6.917127382421587,6.940434587564934,7.110805873675747,6.984270336405532,7.1049383562381365,7.145167939018385,7.261145267793255,6.902221942492892,6.9638936930067405,7.051229608970886,7.048748415390481,7.115601367083919,6.9115238168810595,7.020663316608172,7.1701624254636425,7.059893851298238,7.008716572070709,6.284417891140837,6.546487053180673,6.667175423835924,6.63462375986655,6.451588636334836,6.3358119352333295,6.383168581692034,6.3828124831907,6.489713115324396,6.389609830415268,6.666018015637293,6.8710082399808465,6.999072093833617,7.165515042743667,6.846084569690563,6.927371461780822,6.7935942060481755,7.020614428376802,6.967990497388958,6.925368101365127
DDX58,2.3108345079839743,2.4649557319390447,2.2579761160107648,2.378456133915817,1.8422547892053482,2.250173331534433,2.387583119544611,2.483777089951149,2.600245962167702,2.46902635314198,2.541167876915031,2.3140584088582603,2.56445133805567,2.3309598894995203,2.245556509071206,2.1390765150461117,2.184407258693062,2.39635132406325,2.3470986706222683,2.1346809513930287,2.1864371689478572,1.8428581832559774,2.1390110079722526,2.165590411178421,2.072620344279807,2.0677419594865416,2.052694111303845,2.1246920717884774,2.0800094987163376,2.4054750743875197,2.4009477279222002,2.233949397945205,2.1259816538547156,2.0733403974339604,1.78114985171021,2.104973988921623,1.9932395858742022,2.383386346199016,2.287442743504631,1.8941386881996707,2.070114502661328,1.9966418286412162,2.2663967730245536,2.1653974601227786,2.04197886342146,2.0583511337113967,1.957023083053317,2.267266110239014,2.3353689151036727,2.0364329995423627,2.7643461550774537,2.361824494320851,2.3865902496627163,2.2606580141364634,2.351345641722454,2.3863695190868746,2.521905041946918,2.1983369887562123,2.197519455255779,2.057068969055747
DECR1,4.446242994094529,5.489828697623089,4.96966165050967,4.967735796184203,4.008576525747412,4.15395932339883,5.295917672399222,5.769404143648893,5.6023054334368565,4.69153974809354,6.136769693932731,6.287073297240906,7.148336246249482,7.686828948038756,5.274708939214712,5.91502127272398,7.139250503768788,5.219664180179821,7.348519258108386,6.448137785605209,5.949121674768892,6.6879411020809245,5.080470066687379,6.091187819243317,4.351748454468396,5.535651750378917,5.9275788742050235,6.517217417232916,6.268013246620258,7.1218256529319905,6.7248535115401555,5.562895687384812,5.597125899367662,5.753748926911902,4.449957483628004,4.919797705572139,5.907025240862321,5.291349384401405,5.399430892282056,5.542802827427389,5.835340513399564,5.128388268618964,7.095676567324462,6.0327268158288865,4.889366455928995,6.637781212728582,6.32650858599039,6.426668988186975,6.830809261795322,6.517730794855964,6.3265589193758265,6.064813887458505,6.569272337919194,6.031013562140747,5.688804197689081,5.25227561562223,6.174917695239588,5.047420602248352,5.768382847132246,4.69183004338923
DEFB4A,2.8960005307434606,2.898517952025105,2.4925966941064615,2.34930865579861,2.252930296405416,2.327687364176047,2.1707903588855655,3.2633349359965074,2.636450616678977,2.3276011447646314,2.1544859978649207,1.8075610066291836,1.8278596633418724,1.5394318114348329,1.6990629523093366,2.540919995427696,1.6796039548362183,2.7418552483306478,2.3618525609526473,2.0894642525310645,1.391877677277866,,1.4855298731358504,,1.1428055100858352,7.057898607729153,1.0777215387660812,1.4169478049098378,,1.544238074151678,2.491724851070611,1.8793528901036052,2.7082093122870097,2.1362570215111445,2.217665010643551,1.6263924089757,2.227771876002255,2.488412175995732,2.3390233333727544,2.7483324151959327,1.5646708242644016,1.4414303602306298,1.8861208841326078,1.3627784536195042,1.4812472681636921,1.537942090749452,1.4513825762532193,1.6745962368280516,2.5382401579742764,1.8548334839516083,2.859452788037189,2.902691055730682,4.708463165072117,2.778713221086107,2.3299846497584205,2.711406800445847,3.060860184244301,3.8656615208897973,4.346878903755423,3.16657084690328
DFFA,4.860312296614517,4.792251500809183,4.816026200633429,4.838855987372303,4.309168909942802,4.574622286348829,4.619477572397622,4.67585544105882,4.594470919003439,4.710437276906914,5.055490689227486,4.860640066726628,4.996226027304539,4.878102425680674,4.637662407645193,4.750440360253282,4.911231379829822,4.561863762500176,5.158510728310298,4.939903563864775,4.9150093177808465,4.669622094623878,4.394424965390795,4.820985624702191,4.2635903374217,4.74044730141307,4.842606799736746,4.5967383978305865,4.693932939199508,5.459369319097236,4.692360239773481,4.439117773372473,4.6718028686656465,4.580428929265295,4.113400462067183,4.392736430485321,4.497944421877743,4.5708757644734845,4.607430928972075,4.480575345696318,4.53787377500289,4.5375383598643895,4.672397053556101,4.60278347590511,4.132346519490104,4.69222073329932,4.408202344852179,4.589553777697467,4.89972668887975,5.270431762757888,5.161250821672543,4.739896695651052,4.741812113275903,4.731275579790681,4.361382372831832,4.412097268264093,4.962817363303887,4.413648236612026,4.7941662975148365,4.501967718024035
DKK1,6.945869851358823,7.477318713707938,7.4072737134903655,7.407393543071567,7.36029667057889,7.39372508097819,7.39134929009134,7.65919460862606,7.425695952333263,7.301743101055241,7.790919270720657,7.767207858992493,7.962535141890526,8.121868121621327,7.413407911831449,7.641563369067943,8.083797350022776,7.580258567499788,8.356478380873208,7.964298120639394,8.031534147796256,8.02345552787645,8.07519940800103,7.9146117595028995,7.912460654435373,8.02551721649863,8.002327285375701,7.882108664189607,8.047523120683527,8.608271457699251,7.7110219610590685,7.480779701387612,7.4627615458697685,7.563367897901704,7.0978309340824435,7.257459504195915,7.624151352970075,7.747807632140252,7.707876752743335,7.403108342096524,7.850275616147441,7.944687466945791,8.403337179342776,8.023365701828862,8.174013850758556,8.893357053071338,8.557962958090688,8.807882632936916,8.553425017642107,8.979470926395976,7.588853277534674,7.151731999103292,7.487601306313771,7.326536449331457,7.225154404572142,7.352624360590955,7.364561051768244,7.169467073473033,7.33772625390303,7.775688626931044
DKK3,4.115208074202978,4.179773768823524,4.688751055990037,4.346815094200542,4.199350401452629,4.224958650032903,4.156582685721665,4.212997259347122,4.350985134959811,4.05492659916061,3.632617212406643,4.255357211843402,4.335118763006209,3.7822303139763602,3.9602892836662535,3.921369678888599,3.9649900067062314,3.7873384271577955,4.0880058712900205,4.241832558306459,4.531406415025521,4.370547925015517,4.667188199848672,4.553292913824276,4.251582768523692,4.2963986704996096,4.355164304883439,4.410218975146834,4.251204022914663,4.350978065299178,4.4971971877893,4.317991384693932,4.3626382050420185,4.323175486678525,3.964823707127193,4.203968509829196,4.193101483469204,4.090878829788108,4.2515979162800885,4.338274646279084,4.105024292388323,4.209110197348947,4.104143728392054,4.001640132960138,4.247646540208394,3.999034874941733,4.075087603210964,4.259069063996448,4.244483717740561,4.18022744275874,4.564408656303802,4.67177456804202,4.937377351516841,4.836297833373897,4.8239072737922175,4.711087370342534,4.907409872359031,4.749523541272206,4.816103022682835,4.703903573444664
DKK4,4.0944303306888035,3.2608536878878556,3.3135506143224176,3.253883404220223,3.4243712335559815,3.3028015747719466,3.4020263070158725,3.2755434872328784,3.4645375821860274,3.162516205854847,3.2164083008094204,3.144894764255028,3.046578366620329,2.9857190039044075,3.120103063959518,2.9219123264029774,3.0529548911657725,3.1446337728851534,3.3029916156127523,3.0234150513991387,3.5476472422587904,3.247669323860722,3.622192420446414,3.34468649246552,3.911787438823366,3.6764028238479445,3.6531173567854562,3.413093059642935,3.407515911946301,3.9085535451056956,3.7327033538956047,3.8524483604025517,3.7878607793825703,3.8177767275441155,3.770522506829841,3.5573365626837044,3.7682584429851813,3.8637501743632683,3.957450336347116,3.720836607990252,3.2029818374692356,3.0780803395028875,3.3790386655456524,3.5430380087461617,3.4395832468201673,3.302055788098619,3.3695502371000448,3.4738258677501794,3.3105727945971544,3.2269554494260504,2.885281500742673,2.918653375460145,3.390763972061262,3.581833270240715,3.0530591899132618,2.9874845925195728,3.041681051964968,3.32403289351767,3.2137205453669813,3.0889726375376667
DKKL1,1.8899018094703306,1.992333381750935,1.8755834972202532,2.1054769446775525,2.095721922273326,2.0425743019687417,1.9394898878645523,1.9770234215806899,2.07450543636363,2.060185765046563,1.6347791109090934,1.632547419778852,1.5932103310370938,1.467748997373418,1.5978410134914305,1.7212413999767473,1.583711622893664,1.6244752681203418,1.672199019115766,1.60961314376308,2.1514042507346223,2.09953086455943,2.003494300345303,2.1195553846952824,2.165783336431569,2.0133907932666517,2.0024504992348224,2.0887522040105835,2.3898696358080653,2.0805894492011006,2.087055434543376,1.9836412164861816,2.138978253319883,1.8678964639926547,2.0682236606732833,2.0820894158248557,2.0221547223322536,2.053667449038825,1.9902287934260117,1.9477409543406603,,1.5930668768309577,1.7203660313188074,1.49523465454731,1.6395100231751942,1.598508133683409,1.5975550103765925,,1.553950241062938,1.806200304116112,2.1231364268560595,2.0180643893603616,2.114700172405481,2.0425392829738764,1.9572088609024334,2.170982590070512,2.227248183780733,2.11696353718266,2.1958515085756445,2.1009776477248208
DLK1,5.455537649362226,5.281449743947327,5.209164797763023,5.435635260834473,5.336454786994296,5.525007063387924,5.558815582642376,5.277735600613183,5.270783073527285,5.436095194434388,5.210342103908844,5.561967598991003,5.418787011055675,5.168706210957123,5.481037326007492,5.643287655920089,5.625866617793312,5.304591351545532,5.725261268825091,5.619506917715127,5.7934797605267,5.583633407006815,5.895147484493447,5.711448100899045,5.598025693707927,5.829603509646484,6.105722072048119,5.773508489383994,5.891076457459044,6.108472184271745,5.95163208576779,5.981701984231411,6.053802100315457,5.784503982929566,5.667438019138701,5.982884085382469,5.963950319700786,5.829644098136342,5.902266569083071,6.102313791690162,4.405829026463493,4.897351770224106,4.900335508640983,4.696077299990563,4.845916523828796,4.830853618311068,4.809784846193973,4.793745052183831,4.815621536987155,4.770527792540351,5.4152617758399355,5.759214435436694,5.643864845919001,5.4893566782663346,5.453767773911946,5.309925577102137,5.326986682266213,5.0928247821785435,5.357836996707138,5.5785100663753315
DLL1,11.132442791854352,11.026441830424854,11.099977421876819,11.13637104279378,11.204921322081637,11.162039739155805,10.97558662599033,10.701906377039474,11.106654406373824,11.080956128908777,11.027881122303022,11.062704647200523,10.914787460890555,10.798360334225343,10.866712826596984,10.99078911674705,10.94700098931954,10.716447724451907,11.160310510034158,10.990859088694224,10.89489785187579,10.806046000497343,11.003972644250284,10.776722611660913,10.768987014167779,10.740433555695773,10.774254020370249,10.749128452618596,10.788745734665033,10.972688059426755,10.627732127426883,10.784828009818558,10.615549822185725,10.809424171718481,10.632728982628722,10.769846519604458,10.862874894554558,10.856028538335686,11.000104535247875,11.009430037049878,10.516125488776993,10.635117431545709,10.382651043083019,10.827134344016038,10.671204988424586,10.677611127163834,10.541758166863662,10.642942494204677,10.413987817506529,10.768577207138794,10.842665800240207,10.750307782579812,10.924502483817442,10.815200905855177,10.880725390424242,10.855858688697507,10.90366331660766,10.879426030169702,10.869121555124508,10.833910612926804
