,Gene,mean,median,sd,max,PTID,Time,Residual
CCL21,CCL21,2.0905076,1.93530842601802,0.43690669496948,3.37909413248302,94.0285658017045,0.689927914387961,5.2815062839075
IL5RA,IL5RA,3.1125609,3.14313895238094,0.384986661107456,3.86644315572483,94.0232813146946,0.0,5.97671868530537
OMD,OMD,3.6249744,3.66219874132647,0.58081674733426,4.70842453818177,94.01983719820221,0.61200212061773,5.36816068118003
FCRL2,FCRL2,4.591269,4.67923025283583,0.387294416446331,5.21271718028181,93.7315195918574,0.0,6.2684804081426
ERBB3,ERBB3,8.6007352,8.51826506651383,0.312927128877275,9.40167462011775,93.59421673441621,0.0,6.405783265583801
FCRL6,FCRL6,3.6734137,3.51192870116874,0.437578557577736,4.4990422176422,93.5414520507234,0.0,6.45854794927662
MILR1,MILR1,3.7347171,3.74099363998017,0.416303379702271,4.59145203334269,93.509724761717,0.0,6.49027523828303
CRISP2,CRISP2,6.953,7.03209605401058,0.593242046377514,7.84120516237035,93.42913827108849,0.0,6.57086172891154
GHRL,GHRL,2.5560558,2.4717127471101,0.75954785097084,4.06367550316288,93.2893211782897,0.0,6.710678821710251
PON2,PON2,2.1485975,2.25555733111185,0.42797624576929,2.71360784295145,93.2710878034897,0.39135764590312605,6.33755455060717
LRRN1,LRRN1,4.7765578,4.58809475854096,0.538229285185243,5.83858373700209,93.1406036313138,1.39888424174148,5.4605121269447
MSMB,MSMB,1.3827876,1.33666727423609,0.29168129677571,1.96421377794694,93.1388499912906,1.55136212214704,5.30978788656232
CD274,CD274,7.6369503,7.47184993451517,0.584305982070569,9.05096253312344,93.1180268279149,1.1482851192734,5.73368805281169
PDGFRB,PDGFRB,4.5308325,4.43165913659237,0.398242911122995,5.27667531650318,93.0716146956612,1.46293303246876,5.46545227187002
FCGR2A,FCGR2A,2.6524823,2.5173900384921,0.478947447912156,3.50512874161279,93.069893702547,0.0,6.930106297453011
CCL16,CCL16,5.8699608,6.10265764482761,0.640235759074467,6.86849046524879,93.0327817737566,0.332536480360498,6.634681745882929
EPCAM,EPCAM,4.5396483,4.37369667390168,0.877124636714059,6.68236541743175,93.0098754929584,0.778922567741715,6.21120193929988
CBLN4,CBLN4,3.9812294,4.15670673304377,0.436278459703742,4.54744365954883,92.7927863892981,0.0,7.20721361070185
CPM,CPM,6.3111424,6.35514988640726,0.285204909124404,6.74338840085339,92.6561318435123,1.16696373783921e-08,7.34386814481804
PON3,PON3,6.4462643,6.41684500365904,0.489193965631867,7.58330244671002,92.6407177629283,1.5016254870607,5.85765675001098
S100A16,S100A16,2.5651865,2.44539945791305,0.666574300135714,4.22305951353968,92.5162248718835,0.0337822605285837,7.44999286758791
CA6,CA6,2.1873782,2.13030466432097,0.36688311290578,3.03270037177472,92.4461706557079,1.90249316265206,5.65133618164005
FETUB,FETUB,2.3657431,2.36480496231256,0.60611560762497,3.58353111829446,92.2275396234122,0.0,7.772460376587819
CRH,CRH,3.6266175,3.37026877139603,0.92013662963752,5.39750864395543,92.1391839926198,0.0,7.8608160073801905
KDR,KDR,6.9208316,6.99013830348035,0.244097821448298,7.26735507533833,92.1210998161779,0.0,7.878900183822091
GDF2,GDF2,8.8498977,8.90327636697706,0.628130616285109,10.1050504914159,92.0715910809357,0.0656347366290021,7.86277418243526
TNFRSF13B,TNFRSF13B,9.2104354,9.34473552188515,0.385511684357851,9.73728131822267,91.9940026012908,2.89840030007854e-09,8.00599739581082
GSAP,GSAP,2.4525901,2.34360680099489,0.698506349339195,3.86636402209807,91.9803461390931,0.0,8.01965386090689
IL18R1,IL18R1,9.1426939,9.25002649191727,0.455026948929026,10.005484202383,91.9215432417019,0.623280549443468,7.45517620885466
FUCA1,FUCA1,5.0876111,5.17016028194632,0.599518934734746,6.43822297766415,91.8637736761721,1.23616355593702,6.9000627678908995
CRTAC1,CRTAC1,3.2769921,3.04593212400124,0.535129245625471,4.33629052990141,91.8231018405934,0.0,8.17689815940663
KLK12,KLK12,2.1373802,2.00872720398594,0.551203939255588,3.19359829422248,91.79487510366779,0.982775953141384,7.22234894319079
CD300E,CD300E,3.192547,3.1672583806439,0.455039060005499,4.38272949615479,91.5621022403693,0.0,8.43789775963073
NOTCH3,NOTCH3,5.0129201,4.95255022038824,0.469563904172524,6.00328739979568,91.4593509805005,0.693899212543929,7.84674980695553
SIGLEC10,SIGLEC10,3.9542856,3.95068682170332,0.283307880585573,4.59732259109028,91.4489277388573,0.638554446241763,7.91251781490097
IL18,IL18,8.4388658,8.26072403312389,0.408944836165217,9.28150167414369,91.4143557919229,0.224029535902242,8.36161467217484
RTN4R,RTN4R,2.0750304,1.92086267021607,0.35876691086526,2.82240384785755,91.4062903030237,0.00236831914017922,8.59134137783611
IL12A,IL12A,7.9229441,7.88627144011905,0.517988588193899,9.16031366181379,91.3804518739313,0.0,8.61954812606866
FLT4,FLT4,6.7754475,6.66633957474211,0.302510465249958,7.35309123434291,91.3664938022756,1.4018971818867898e-14,8.63350619772444
MPO,MPO,2.3579861,2.44675156778746,0.27185691601897,2.75247029994594,91.3630872663793,0.13766467763018,8.49924805599052
SCGB3A2,SCGB3A2,2.9789293,3.1765704754689,0.640464357155442,3.91917797276816,91.18091265836699,2.1309547553600603,6.68813258627296
TNFRSF4,TNFRSF4,3.396058,3.36222256872675,0.337463883552164,4.13949405273447,91.0863709631403,0.0,8.91362903685973
PAPPA,PAPPA,3.5326357,3.59039678876552,0.60848551021079,4.57394402648418,91.0644860481847,0.640286739799797,8.29522721201548
CST5,CST5,6.1986844,6.40876529050542,0.564786081672701,7.37002736451658,91.015403607214,0.9541590593746451,8.030437333411381
CD27,CD27,7.4336723,7.46950822213214,0.339089598956897,8.10645406356802,90.9576098304931,0.0,9.04239016950685
FCRL1,FCRL1,5.0906369,5.16002309887267,0.399479222333598,6.01156719931704,90.9479173034464,0.0,9.0520826965536
TNFRSF9,TNFRSF9,7.6767175,7.60657174114889,0.397227549786543,8.70312562309774,90.89397537374751,0.40616501646233494,8.69985960979013
PODXL,PODXL,4.5055797,4.50936643767897,0.21493852029213,4.94623022734271,90.8828465577407,0.0,9.11715344225928
GCNT1,GCNT1,2.261433,2.31036051612471,0.42311882984854,2.97656526897918,90.8650319086093,0.654891272167333,8.48007681922341
FCN2,FCN2,5.378698,5.54958120737159,0.488943006698225,6.0561651381628,90.8322156937332,0.0,9.16778430626677
MME,MME,2.8177557,2.63991352441411,0.537924750597447,3.92839875022739,90.7334536923777,0.0,9.26654630762231
SIGLEC6,SIGLEC6,4.470465,4.59283621326377,0.44317772926198,5.25268435291688,90.7207518563044,0.141487412538381,9.13776073115724
KLK11,KLK11,3.8412911,3.94818147153199,0.372975193188004,4.43992228293178,90.5927093597832,0.0,9.40729064021684
MATN3,MATN3,8.6456273,8.66915825129266,0.356123919553255,9.33372761766596,90.42067571044299,0.36973066556920803,9.20959362398782
IL12B,IL12B,6.7209998,6.66346090318255,0.510723629157958,7.99065313318631,90.320783644894,0.0,9.67921635510604
EPO,EPO,1.9681552,1.77277246825096,0.635602981533206,3.59861532066152,90.2749226812727,0.932670505681644,8.792406813045641
IL17RA,IL17RA,4.0236794,3.9414990769469,0.349859758073504,4.95147589582372,90.1646856469093,0.494266012108563,9.341048340982159
IL1RL1,IL1RL1,5.5679816,5.71644638311217,0.665002568698604,6.77719349582355,90.122232712054,0.7127950486197879,9.1649722393262
MBL2,MBL2,8.9959204,9.0828480164251,0.58801611874016,10.0551066980338,90.1017897821915,0.0,9.89821021780853
CPA2,CPA2,9.3161598,9.46166264551117,0.53531511642539,10.0181719367727,90.0187908641855,0.0,9.9812091358145
KLK8,KLK8,5.9818691,5.86829512115798,0.391406040863224,6.83344673639893,90.01158389288109,0.0,9.98841610711885
CLSTN2,CLSTN2,4.3256495,4.36858159058239,0.412235588184628,5.06907054860266,89.9693685246213,3.59318541646986e-09,10.0306314717856
LAYN,LAYN,4.9563869,4.92971759507499,0.354163865504403,5.77913362352545,89.91209510924419,0.0,10.0879048907558
CD8A,CD8A,11.582679,11.6859429852024,0.587061067595082,12.7712563745387,89.8534153584511,0.8075726936780949,9.33901194787078
MASP1,MASP1,2.1074662,2.03855782406239,0.256705160271965,2.75757802253463,89.82376938090229,0.0913011754742079,10.0849294436235
COL4A1,COL4A1,6.3944926,6.54852162655262,0.503865312215045,7.15494870500787,89.7231595050102,0.0,10.2768404949898
PRELP,PRELP,8.1887656,8.23440349116442,0.279280750062194,8.64307331534115,89.5568347091242,1.0503737085815699,9.39279158229423
CLEC11A,CLEC11A,4.4550695,4.46817695929467,0.412332346828706,5.34369206917902,89.5502140205206,2.62919808715107,7.82058789232834
THBS2,THBS2,5.540708,5.48687496028095,0.226053515959721,6.01743424809646,89.4275517556276,0.0,10.5724482443724
LDLR,LDLR,4.6824332,4.70746465159067,0.612314766755034,5.92436359531482,89.4024710438,0.916846666377138,9.68068228982283
CD300LG,CD300LG,3.8006528,3.75944006453794,0.369367069251384,4.72106636873105,89.33624946311281,1.07462041932247,9.58913011756471
CRNN,CRNN,4.8214173,4.83004003331453,0.490571128950143,5.68344943478751,89.22237941190279,1.50495590982157e-09,10.7776205865922
CD300LF,CD300LF,6.1249749,6.06508219786829,0.37236414208438,6.9239501911364,89.1680201707461,0.0,10.8319798292539
PLAU,PLAU,10.0570241,10.1764344121903,0.376112383359568,10.5555995351917,89.1549229459422,0.37251154291801997,10.4725655111398
ADAM23,ADAM23,4.1923434,4.18940587579292,0.397993316804507,4.96546108477319,89.1027033264175,1.23561651571188,9.66168015787068
GFRA3,GFRA3,4.7541774,4.74280231126053,0.280637682905742,5.24928604419569,89.0238182624599,0.7769058498182291,10.1992758877219
IL6R,IL6R,11.4164011,11.4490761140633,0.306630598514973,11.9196624224408,88.9734164983724,0.8874929448503731,10.1390905567772
BOC,BOC,4.4569415,4.57211347692106,0.367308921895674,4.97949493462456,88.8922899180309,0.518448850808405,10.5892612311607
FCGR3B,FCGR3B,3.9320822,4.02933189585467,0.361443875673196,4.53663732208448,88.824280363601,0.0,11.175719636399
CTSS,CTSS,5.1456419,5.10441968762448,0.190760700152457,5.59219089902527,88.6951460943584,8.90246619594177e-09,11.3048538967391
CCL4,CCL4,6.1728188,6.00421389189724,0.508340002395187,7.27466701279643,88.5066504134813,0.0,11.4933495865187
CD300C,CD300C,5.4355209,5.45000200171376,0.202591326764339,5.83107664754979,88.444240355032,0.714625553286819,10.8411340916812
WFIKKN2,WFIKKN2,4.2479455,4.16854449294225,0.3779541053485,5.15226861506548,88.439685260589,2.0859364656009403,9.47437827381011
VMO1,VMO1,3.4313711,3.35228325723418,0.455115915087909,4.67022284445906,88.4287518917333,5.26706577963778e-09,11.5712481029996
PTPRF,PTPRF,4.6301299,4.75569667524658,0.386757897798939,5.26371051068451,88.4069799513981,1.25613716227604,10.3368828863259
CNTN5,CNTN5,4.5173252,4.45668428450289,0.275637378463059,5.13060144979056,88.3652119016239,0.090124516165094,11.544663582211
CPB1,CPB1,5.7720355,5.84647404866885,0.533206838351466,6.78191963284049,88.2499648571928,2.09514827415829,9.654886868648891
WIF1,WIF1,5.5383231,5.39536563683758,0.354310787803683,6.32564005856365,88.19936331795701,0.0,11.800636682043
PDGFRA,PDGFRA,5.0963452,5.1721493845107,0.31849245056828,5.67644795955089,88.18212366506259,0.9718795540970019,10.8459967808404
PILRA,PILRA,2.9126484,2.98062742487369,0.286765588931375,3.3396077522685,88.1696567832997,2.75306972130425,9.07727349539604
CXCL13,CXCL13,7.5915007,7.49431624453781,0.669081334751024,8.8833382486187,88.13100055766479,0.349377334177703,11.519622108157499
IGLC2,IGLC2,4.8972606,5.01044884320927,0.390002559248477,5.38925015501057,88.1149806220387,0.0,11.885019377961301
SCGB3A1,SCGB3A1,0.605935,0.56861575865285,0.144813215744878,0.977169999690127,87.9899985256729,0.0,12.010001474327101
DRAXIN,DRAXIN,2.9800678,2.90746133280376,0.309913965722237,3.62611201085861,87.945554538366,0.0,12.054445461634
KAZALD1,KAZALD1,4.9168412,4.97525873528056,0.469694410089277,5.8821906079456,87.88978656948781,0.489588695579911,11.6206247349323
PDGFC,PDGFC,3.4990244,3.56821831687548,0.278329403902026,3.90601509502167,87.8881667780649,0.0453241472527421,12.066509074682399
FLT3LG,FLT3LG,10.0222717,9.97296630877834,0.447422424364913,11.037216647431,87.75086530417549,1.30552240811134,10.9436122877132
HSD11B1,HSD11B1,3.3793607,3.49531774520029,0.406204670446893,4.21608230837386,87.6697384971051,0.0,12.3302615028949
VEGFD,VEGFD,8.4293591,8.43250618433549,0.346433110909478,9.06020333204529,87.6387021465217,0.853868957348456,11.507428896129799
SORT1,SORT1,7.3499749,7.38301572870462,0.262313540278731,7.94008803451804,87.5650385355489,1.16815894341457,11.2668025210365
CPVL,CPVL,5.0388582,5.0770083609717,0.471048548854025,5.91729091627324,87.4638902052391,0.0,12.5361097947609
FLRT2,FLRT2,2.6729515,2.72023412139762,0.263081067664249,3.20241772157518,87.4513570306404,0.0,12.5486429693596
SELPLG,SELPLG,4.6246797,4.63753761329821,0.176884231520496,4.95159245708437,87.3763808557155,1.74814537315446,10.87547377113
DKKL1,DKKL1,1.9244608,2.00297239979006,0.226720810685225,2.38986963580807,87.27635591293091,0.0,12.7236440870691
CLEC14A,CLEC14A,4.9698213,4.94105160791749,0.305869372856502,5.77630668828187,87.2223863649669,2.26694840073368,10.5106652342995
TFF2,TFF2,3.9035375,3.96864588224313,0.424369984845904,4.81042253783913,87.02034679274941,0.0,12.9796532072506
PROK1,PROK1,3.3871896,3.30538076717743,0.643408659315123,4.56353035140637,86.8344603062249,0.7917663861021871,12.3737733076729
TNFRSF10A,TNFRSF10A,2.6487283,2.6534719444024,0.233323456117449,3.13190222091972,86.80240650282241,0.708129408591803,12.4894640885858
MIA,MIA,10.4548134,10.4047596091755,0.204529206396454,10.9492098960806,86.798440368829,0.0,13.201559631171001
IL1RL2,IL1RL2,3.7690402,3.77028660133761,0.365030132592542,4.41389190537239,86.6575556577681,0.0,13.342444342231898
CLEC4G,CLEC4G,3.0715518,3.02050989465816,0.252179648745438,3.60699882573193,86.65224227621799,0.0,13.347757723782
CLUL1,CLUL1,4.8921187,4.75913661835661,0.360757861009786,5.89745826576124,86.6428121424311,0.0120856724084478,13.345102185160401
DCN,DCN,4.3401609,4.39225798358423,0.218487958207594,4.68098815892477,86.5790953519577,0.0,13.4209046480423
SCARF2,SCARF2,5.4847238,5.52409180402865,0.33152879304814,6.04496671192822,86.4762654977142,0.0,13.5237345022858
CD33,CD33,3.8417353,3.99819423356441,0.969772356503475,7.21972128627678,86.4033639277205,0.152259669364171,13.444376402915301
CD160,CD160,4.9187664,4.96504038910214,0.271111585041101,5.39212848605704,86.35586855571,0.0,13.64413144429
PRTG,PRTG,6.4167838,6.46533059500372,0.256828508758296,6.89631181546025,86.2486538850021,0.0,13.7513461149979
C1QA,C1QA,6.2876558,6.21881767290144,0.348352412175925,7.22199594775698,86.2169527784906,0.13683886072049298,13.646208360789
RETN,RETN,5.6731323,5.73077162949912,0.320834259001552,6.19036201088301,86.1896642745868,0.0,13.8103357254132
IL7,IL7,3.5650176,3.39058117911557,0.56737274704992,4.71953393883837,86.0644804817564,3.02054646428218,10.9149730539615
DLK1,DLK1,5.4708313,5.50718187082713,0.404464684209751,6.10847218427175,86.0603530149397,2.31929988876053,11.620347096299701
REN,REN,5.95697,6.08043660371229,0.492170535109914,6.61194546685944,86.0357001611739,1.22442119024865,12.739878648577498
MANSC1,MANSC1,6.6497287,6.60468134868886,0.335558271045208,7.89664664407106,86.0328518228058,0.6755130778560859,13.2916350993381
ARSA,ARSA,2.5221565,2.40104303621562,0.484279508664352,4.00304447867429,86.0205099569164,2.4250267758080297,11.5544632672755
HGF,HGF,8.6917819,8.70316276375488,0.288147254367949,9.41089013542997,85.9898158263377,1.08541754448891,12.924766629173401
ULBP2,ULBP2,2.8859248,2.89772404823786,0.273891539161289,3.35912755222757,85.88781324375971,0.0,14.1121867562403
ADAM22,ADAM22,4.3482978,4.36496455982058,0.318817128086362,4.92982413009827,85.880188864914,3.121264174151,10.998546960935
FOLR1,FOLR1,8.4529779,8.40107917385943,0.350946816290835,9.11720022603081,85.8773318473653,0.0,14.122668152634699
CTSD,CTSD,2.9940184,2.95426844993855,0.337286155990183,3.90814038981133,85.8768196966782,1.36980773736098,12.7533725659609
TMPRSS5,TMPRSS5,2.9264508,2.95149059208191,0.238369293929295,3.36689568082899,85.858623996548,0.45995503442629204,13.681420969025702
IL17RB,IL17RB,4.0466365,3.96707207995312,0.410655810960727,4.9870161030741,85.7686632769155,0.80930193147553,13.4220347916089
LY9,LY9,5.619296,5.64856060571738,0.292411648937706,6.15783802500337,85.72080475780301,0.0,14.279195242196998
TREM1,TREM1,0.7391398,0.708904658878053,0.146604503430106,1.09017594979021,85.49023416206471,0.000979813916513831,14.5087860240188
IL5,IL5,2.6472569,2.59097624893088,0.487158557907133,3.48694600930247,85.4354954613906,0.0,14.564504538609398
LHB,LHB,2.3210839,2.1910724409167,0.356524267873826,2.97724328316059,85.4211012242757,0.300765959452854,14.2781328162715
GAL,GAL,6.346099,6.57040063780166,0.570963356809863,7.44188181239293,85.38317199397831,0.021315679415789702,14.595512326606
SERPINA7,SERPINA7,4.6750775,4.58033242821614,0.365269900997819,5.61201331348361,85.23298476390579,0.0,14.767015236094199
NCAM1,NCAM1,3.854538,3.88034256153227,0.347326720180655,4.48601924098538,85.1769699066008,0.0,14.8230300933992
MMP1,MMP1,9.8184666,9.65640884166156,0.92315586515822,12.1555662498126,85.1504854243295,0.171430103061243,14.678084472609301
IL13RA1,IL13RA1,2.2098895,2.16425256986425,0.222885533632996,2.70103886703577,85.0072369368947,4.7414607026423905,10.2513023604629
CPA1,CPA1,5.2187199,5.33787579209191,0.492431151482724,6.15249577983315,84.9855512348957,2.1519944777348696,12.862454287369502
MEGF9,MEGF9,3.6895273,3.60498453673851,0.411381198346781,4.619518655675,84.9818011049269,0.0499632747217036,14.9682356203514
EDA2R,EDA2R,3.5596858,3.50742633353663,0.282312880647369,4.24679569295546,84.94672228741949,0.0,15.0532777125805
AOC3,AOC3,3.1365189,3.14794678527135,0.200614213213817,3.49851895408567,84.87852073735979,0.0,15.1214792626402
CCL13,CCL13,13.1982127,13.3323948758954,0.501063491294282,14.1259906913276,84.82901082898499,2.84468290445937,12.326306266555601
TNFRSF11A,TNFRSF11A,4.9924952,4.98311089911903,0.257414639976361,5.485455809592,84.8115618806857,2.4073291678989297,12.781108951415401
OSCAR,OSCAR,10.522114,10.578368862161,0.216061520151354,10.94500203483,84.70203405460049,1.92710599067851,13.370859954721
LGALS9,LGALS9,7.3887641,7.37842666596941,0.198635148671467,7.77082111911488,84.6696320679958,0.0,15.330367932004199
CPE,CPE,4.4424727,4.55637055634047,0.357777916433484,5.01380167753331,84.64299865480581,9.10857108693086e-16,15.357001345194199
SFTPD,SFTPD,2.7368165,2.77479756961438,0.253340208218933,3.24132157417484,84.6412595576073,2.45562852199166,12.9031119204011
MERTK,MERTK,5.9821058,6.04463244085444,0.379014429586927,6.54707034995088,84.634810221171,0.382804193811668,14.9823855850173
PRSS8,PRSS8,8.6297433,8.70502119938702,0.323047165335034,9.18207573341491,84.5847906892718,0.0,15.4152093107281
THY1,THY1,9.6229965,9.54776887016062,0.212153945802922,10.1196772820641,84.5825270249296,0.0,15.417472975070401
CD6,CD6,6.0765865,6.14947794154528,0.313861374290739,6.54778294810711,84.496491240118,0.0,15.503508759882001
AMIGO2,AMIGO2,4.4216206,4.50175101522876,0.299605653617664,4.94977302808442,84.4587096026975,0.0,15.5412903973024
ERBB2,ERBB2,5.6551142,5.66115118757843,0.222337249773048,6.18451437610857,84.2359558012479,0.0,15.7640441987521
CLEC7A,CLEC7A,3.2000403,3.14839691084923,0.232328128050424,3.73626932582073,84.1530551837251,0.0,15.846944816274899
IGFBP1,IGFBP1,4.8788281,4.70300944525857,1.3795425074806,7.0189078579048,84.1493423237281,0.0,15.8506576762719
IL10RA,IL10RA,2.330772,2.19708786166546,0.268323523779599,2.94352755487513,84.0976428026485,4.7563605102593804,11.145996687092099
SELE,SELE,9.1960278,9.18913934710271,0.337602494411361,10.1402789113573,84.0214291087261,0.0,15.978570891274
PSIP1,PSIP1,2.5409387,2.46372707198851,0.319813853712106,3.34782153830602,83.9862255578385,4.02921316584578,11.9845612763158
CAPG,CAPG,2.7049959,2.72160143919238,0.402070512902823,3.75518669677506,83.9549075194533,2.79438359011461,13.2507088904321
IDUA,IDUA,5.3125453,5.31350414727729,0.425785694668696,5.93950164166083,83.9440891515366,0.37162579884152896,15.6842850496218
CD48,CD48,6.6337255,6.65301211383933,0.204822487058436,6.95762445221267,83.88300003632881,8.42438487515513e-09,16.1169999552468
SERPINA12,SERPINA12,3.1809769,3.06514638136192,0.914885129832774,5.08865469382169,83.6490039630849,5.53988995293966,10.811106083975499
CTRC,CTRC,10.6387357,10.6301106620111,0.506344972272157,11.5005979747789,83.6024354560249,0.776978561841982,15.6205859821331
AGER,AGER,13.3427051,13.3034377180173,0.332417316070707,14.147329509447,83.5712165590097,0.193515116581226,16.235268324409
IGF2R,IGF2R,6.091786,6.18252153049474,0.290011607920871,6.5868172749897,83.4980918072361,4.45481494762322,12.0470932451407
COL1A1,COL1A1,2.6754311,2.5798389533156,0.308692065548904,3.44895379614947,83.38137999196171,0.0,16.618620008038302
SEMA3F,SEMA3F,3.4326836,3.38457392482091,0.311037747624444,4.13817553194968,83.3537820904112,0.0,16.646217909588902
KLK14,KLK14,6.3018363,6.27277519194696,0.293421851901215,7.0253876512643,83.3213805219829,0.0,16.6786194780171
SULT2A1,SULT2A1,1.0435834,0.885925111274162,0.447134377650071,2.36246988875021,83.30669526382731,2.20991111755918,14.4833936186135
ACE2,ACE2,3.3899313,3.36326909614283,0.375390252329258,4.43137558115376,83.290833661893,0.7054055409261301,16.0037607971809
FRZB,FRZB,4.6234051,4.67939813260562,0.367461134999319,5.2990284718324,83.2816741200238,0.0,16.718325879976202
GH1,GH1,6.4379896,6.86441708177709,2.1672679785188,10.2029245545113,83.2675310725145,0.0,16.7324689274855
MCL1,MCL1,9.3380321,9.42219938389574,0.274477926981446,9.69601033693851,83.16319903165599,1.9885541609660402,14.8482468073779
GZMH,GZMH,3.4557591,3.19086972270626,0.562900911072956,5.35843142862635,83.1623144562639,0.757944634811909,16.0797409089242
DCBLD2,DCBLD2,7.727011,7.73663709423556,0.270150399912542,8.23826858452739,83.136528658392,0.724015666235162,16.1394556753729
JAM2,JAM2,7.3568653,7.35728522282045,0.302067522560753,8.03088669606911,82.9727633080975,2.15658944242238,14.8706472494801
CD109,CD109,3.6239924,3.73282134833435,0.397238584067511,4.26936235464763,82.9618470398339,0.9052520151881059,16.132900944977997
IL1RN,IL1RN,4.2526223,4.27850047008643,0.324503323596668,4.79127751800872,82.9569354791628,1.37040485437268,15.6726596664646
MMP12,MMP12,6.5929849,6.51587298840571,0.358531463445026,7.51685904698422,82.9534158341933,0.0,17.0465841658066
HAO1,HAO1,5.2638163,4.85790178905154,1.16012859504689,8.25387395187724,82.9255445150793,0.652596918762296,16.421858566158402
KLK6,KLK6,3.8489372,3.90194824820019,0.385966091801244,4.68482434677654,82.854322956517,2.65313306845214,14.4925439750308
VWC2,VWC2,5.2762835,5.23515087861502,0.350154241299033,6.18157369587099,82.82960097259739,2.90443636417299,14.265962663229601
CRHBP,CRHBP,3.4240029,3.43789937754307,0.341055045038573,4.13380187293941,82.8215426367983,1.29625971882809,15.8821976443736
CDH6,CDH6,4.6031427,4.67732194466706,0.215747920069276,4.93266122430946,82.7441952202827,0.5934635550467711,16.6623412246705
ITGB6,ITGB6,3.4213873,3.40824027692213,0.309354614929409,4.10079267496466,82.7412970446909,0.0,17.2587029553091
COL9A1,COL9A1,2.621572,2.69538136947345,0.267468369600589,3.08392815506236,82.72156850113251,0.9262452781824421,16.352186220685
MMP3,MMP3,5.7368636,5.69597609989897,0.427412201552207,6.53781166697143,82.6491423045904,1.07134784517254,16.2795098502371
GFRA2,GFRA2,3.0471654,3.0210614463831,0.212760368705531,3.61288323739496,82.54239862644759,0.0,17.4576013735524
CA9,CA9,4.4221933,4.39040637747798,0.410420592049215,5.22938027045133,82.4603618189235,0.0,17.5396381810765
AXL,AXL,8.2073655,8.25575780766725,0.294748966713007,8.96726517216344,82.3459482981262,1.25643638175033,16.3976153201235
ST3GAL1,ST3GAL1,4.6570435,4.71715512802607,0.37982429423835,5.61583411921106,82.3292408976683,0.0,17.6707591023317
CADM3,CADM3,3.4243572,3.33982036996631,0.373611783642096,4.47196778766152,82.3176330897826,1.9859104805592502,15.6964564296581
IL4R,IL4R,2.315457,2.27611324758086,0.198942556036488,2.88695977943962,82.2940768334205,0.121252566621302,17.584670599958198
IL1R2,IL1R2,5.5670245,5.52890413102674,0.252366005211246,6.14203555913949,82.16798683203291,1.94295445282336,15.889058715143701
PTX3,PTX3,3.496764,3.54986627041662,0.301497848463048,4.06382216366462,82.1446696301127,0.0,17.8553303698873
PRKRA,PRKRA,2.1356318,2.06332985494487,0.263725883000103,2.6815617079354,82.0397293635173,2.12916682312244,15.8311038133603
CD163,CD163,7.2719736,7.22755364602678,0.295202962533855,8.19479230587846,81.97689413137729,0.409690073463521,17.613415795159202
TNFRSF10C,TNFRSF10C,4.131901,4.15631492285955,0.278592998782433,4.61992942411608,81.9704889811137,1.9793089841290202e-08,18.0295109990932
LAIR2,LAIR2,4.5287124,4.55533529015282,0.278752266782565,5.05691295236118,81.7302136877715,0.0,18.2697863122285
MSTN,MSTN,4.0442952,4.16602711492605,0.387638411807508,4.77797722190926,81.4840666609097,0.0,18.515933339090303
CRTAM,CRTAM,4.9210464,4.89984827090473,0.313482851274938,5.61840899633769,81.4162563213425,0.0,18.5837436786575
CDH3,CDH3,7.3188796,7.29184736044743,0.29654890306402,8.03916526867831,81.3704765621994,1.9237310008824102,16.7057924369182
BMP4,BMP4,3.9066884,3.87163543623062,0.344491149935416,4.67307016739248,81.3391645789382,1.7973999957305702,16.8634354253312
NTRK3,NTRK3,7.0433863,7.06843915424466,0.249003323238922,7.48029178451886,81.3265851320325,0.0,18.6734148679676
LAG3,LAG3,2.9765653,2.94440769640181,0.238883755937816,3.48284828306847,81.30807084458999,0.0,18.69192915541
FGF5,FGF5,2.3591611,2.31137171918638,0.188729196920772,2.7777037551271,81.24422872491421,3.69231685223001,15.063454422855798
BAMBI,BAMBI,2.4598337,2.27753843208578,0.441110047280541,3.90342396588874,81.2145650044054,0.0959419861665054,18.689493009428098
IL18BP,IL18BP,5.673037,5.66328298147182,0.257444039163429,6.20221787762292,81.1265530718225,1.8196983324936098,17.053748595683903
MYOC,MYOC,4.4327761,4.41681107929193,0.469757329803396,5.2737322031443,81.12155707341489,0.0,18.8784429265851
IL2RA,IL2RA,3.6103646,3.5611309791121,0.250114492117435,4.29926664099471,81.0467615217933,1.4175843646059,17.5356541136008
ACP6,ACP6,3.9062304,3.98286799698274,0.280862442993404,4.4232218229819,81.0330511044717,0.0,18.966948895528297
ERBB4,ERBB4,10.0977275,10.0949648399189,0.237090402480694,10.6239944875571,80.9864405154062,0.0,19.0135594845938
CX3CL1,CX3CL1,6.5424617,6.52137707140238,0.355884364544999,7.36019745089443,80.9608984929626,2.70534212892025,16.3337593781172
CD79B,CD79B,2.9226444,2.97671133942004,0.231657935562028,3.43854570032254,80.77773498845781,0.23776687028339502,18.984498141258797
MOG,MOG,3.8667513,3.82752748929901,0.382851851312982,4.49751656595427,80.7453459063427,0.9152444684145311,18.3394096252428
TNFSF14,TNFSF14,4.508913,4.44742912595775,0.38044232924454,5.60342457609553,80.6675795390653,3.8478021527889497,15.4846183081457
