,Gene,mean,median,sd,max,PTID,Time,Residual
PTPRS,PTPRS,1.4859414,1.4865599272666,0.107800556993713,1.75864430027374,42.147996467223905,0.0,57.852003532776095
ALDH3A1,ALDH3A1,1.2621565,1.25722165860934,0.239348222445476,2.02509968685491,41.8787007186053,6.17141832031661,51.9498809610781
CD1C,CD1C,5.824611,5.81547316380661,0.189449744949684,6.37891039008466,41.8599434013041,1.6682481502668802,56.471808448428995
IL10RB,IL10RB,6.7066381,6.709214075218,0.150297557400311,7.05767012562139,41.7734600282129,11.5036518184709,46.7228881533162
MAP2K6,MAP2K6,3.6397301,3.72913074814369,0.462189835222171,4.59417827400578,41.5857734516558,26.3445466887324,32.069679859611796
GALNT10,GALNT10,3.5129057,3.53157818834053,0.157186014473635,3.82820504628964,41.4771844913135,0.0,58.5228155086865
TIMP4,TIMP4,4.046197,4.06644469576896,0.286892535312342,4.88969742519883,41.3876343950452,3.82353277103804,54.7888328339167
PVR,PVR,7.9977277,8.00222779613471,0.144595407245611,8.30750093136499,41.3763645390897,4.43527203850194,54.1883634224083
TIE1,TIE1,1.985095,1.99285875339394,0.0932174272654759,2.27792525349407,41.309166882655,0.0,58.690833117345
TIMP1,TIMP1,3.9664228,3.93306253491198,0.212913742054425,4.40868469137546,41.2595412639132,0.0,58.7404587360868
ADAMTS13,ADAMTS13,5.4551169,5.44566374693851,0.0854196830916743,5.63844749894805,41.208806438421206,2.22435539507544,56.566838166503395
RRM2B,RRM2B,2.252318,2.18865411783673,0.176593390004709,2.77867117410358,41.1450730472015,16.911735776706898,41.9431911760916
CDH2,CDH2,3.7138712,3.68200383036524,0.237597684229514,4.47179875256525,41.0597258299429,0.0,58.94027417005711
TRAF2,TRAF2,3.1536532,3.10542954532307,0.37535227249649,4.02595897968697,41.0544319463891,28.2263050071697,30.7192630464412
ADAM15,ADAM15,9.053881,9.09607862960457,0.575775015401311,12.7460500311762,40.8824820144431,1.0858062481281e-05,59.11750712749439
ROBO1,ROBO1,2.7868116,2.78520461667724,0.154928884388546,3.15172895534334,40.733242678051305,6.857959863145149,52.408797458803505
TP53,TP53,2.1982614,2.16085566549316,0.221898142135192,2.82434017372601,40.7003746006267,0.0,59.2996253993733
FURIN,FURIN,5.685842,5.71493271893378,0.29704829405151,6.58911328894582,40.608483224314604,0.0,59.3915167756854
HSPB1,HSPB1,10.3804397,10.5317898880714,0.452572579265773,11.1439576902085,40.3925656464486,26.4731511947293,33.1342831588221
UBAC1,UBAC1,3.0300577,3.01356889539301,0.264431760111226,3.62005849861789,40.0778789296403,10.3581563909086,49.563964679451104
